"id","question","sparql","answer_uri","answer_label","frame"
"1909","Quale persona è il figlio di Ėdmond Keosajan?","select  ?o    {    <http://dbpedia.org/resource/Edmond_Keosayan> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Tigran_Keosayan","Tigran Keosajan","NPP"
"1910","il figlio di Ėdmond Keosajan","select  ?o    {    <http://dbpedia.org/resource/Edmond_Keosayan> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Tigran_Keosayan","Tigran Keosajan","NPP"
"1911","Chi era la figlia di Edward Hyde I conte di Clarendon?","select  ?o    {    <http://dbpedia.org/resource/Edward_Hyde,_1st_Earl_of_Clarendon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Anne_Hyde","Anna Hyde","NPP"
"1912","Chi è la figlia di Edward Hyde I conte di Clarendon?","select  ?o    {    <http://dbpedia.org/resource/Edward_Hyde,_1st_Earl_of_Clarendon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Anne_Hyde","Anna Hyde","NPP"
"1913","Quale persona era la figlia di Edward Hyde I conte di Clarendon?","select  ?o    {    <http://dbpedia.org/resource/Edward_Hyde,_1st_Earl_of_Clarendon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Anne_Hyde","Anna Hyde","NPP"
"1914","Quale persona è la figlia di Edward Hyde I conte di Clarendon?","select  ?o    {    <http://dbpedia.org/resource/Edward_Hyde,_1st_Earl_of_Clarendon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Anne_Hyde","Anna Hyde","NPP"
"1915","la figlia di Edward Hyde I conte di Clarendon","select  ?o    {    <http://dbpedia.org/resource/Edward_Hyde,_1st_Earl_of_Clarendon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Anne_Hyde","Anna Hyde","NPP"
"1916","Chi era il figlio di Edward Hyde I conte di Clarendon?","select  ?o    {    <http://dbpedia.org/resource/Edward_Hyde,_1st_Earl_of_Clarendon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Anne_Hyde","Anna Hyde","NPP"
"1917","Chi è il figlio di Edward Hyde I conte di Clarendon?","select  ?o    {    <http://dbpedia.org/resource/Edward_Hyde,_1st_Earl_of_Clarendon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Anne_Hyde","Anna Hyde","NPP"
"1918","Quale persona era il figlio di Edward Hyde I conte di Clarendon?","select  ?o    {    <http://dbpedia.org/resource/Edward_Hyde,_1st_Earl_of_Clarendon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Anne_Hyde","Anna Hyde","NPP"
"1919","Quale persona è il figlio di Edward Hyde I conte di Clarendon?","select  ?o    {    <http://dbpedia.org/resource/Edward_Hyde,_1st_Earl_of_Clarendon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Anne_Hyde","Anna Hyde","NPP"
"1920","il figlio di Edward Hyde I conte di Clarendon","select  ?o    {    <http://dbpedia.org/resource/Edward_Hyde,_1st_Earl_of_Clarendon> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Anne_Hyde","Anna Hyde","NPP"
"1921","Chi era la figlia di Eleonora d'Alburquerque?","select  ?o    {    <http://dbpedia.org/resource/Eleanor_of_Alburquerque> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_II_of_Aragon","Giovanni II d'Aragona","NPP"
"1922","Chi è la figlia di Eleonora d'Alburquerque?","select  ?o    {    <http://dbpedia.org/resource/Eleanor_of_Alburquerque> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_II_of_Aragon","Giovanni II d'Aragona","NPP"
"1923","Quale persona era la figlia di Eleonora d'Alburquerque?","select  ?o    {    <http://dbpedia.org/resource/Eleanor_of_Alburquerque> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_II_of_Aragon","Giovanni II d'Aragona","NPP"
"1924","Quale persona è la figlia di Eleonora d'Alburquerque?","select  ?o    {    <http://dbpedia.org/resource/Eleanor_of_Alburquerque> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_II_of_Aragon","Giovanni II d'Aragona","NPP"
"1925","la figlia di Eleonora d'Alburquerque","select  ?o    {    <http://dbpedia.org/resource/Eleanor_of_Alburquerque> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_II_of_Aragon","Giovanni II d'Aragona","NPP"
"1926","Chi era il figlio di Eleonora d'Alburquerque?","select  ?o    {    <http://dbpedia.org/resource/Eleanor_of_Alburquerque> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_II_of_Aragon","Giovanni II d'Aragona","NPP"
"1927","Chi è il figlio di Eleonora d'Alburquerque?","select  ?o    {    <http://dbpedia.org/resource/Eleanor_of_Alburquerque> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_II_of_Aragon","Giovanni II d'Aragona","NPP"
"1928","Quale persona era il figlio di Eleonora d'Alburquerque?","select  ?o    {    <http://dbpedia.org/resource/Eleanor_of_Alburquerque> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_II_of_Aragon","Giovanni II d'Aragona","NPP"
"1929","Quale persona è il figlio di Eleonora d'Alburquerque?","select  ?o    {    <http://dbpedia.org/resource/Eleanor_of_Alburquerque> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_II_of_Aragon","Giovanni II d'Aragona","NPP"
"1930","il figlio di Eleonora d'Alburquerque","select  ?o    {    <http://dbpedia.org/resource/Eleanor_of_Alburquerque> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/John_II_of_Aragon","Giovanni II d'Aragona","NPP"
"1931","Chi era la figlia di Elman Ali Ahmed?","select  ?o    {    <http://dbpedia.org/resource/Elman_Ali_Ahmed> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Ilwad_Elman","Ilwad Elman","NPP"
"1932","Chi è la figlia di Elman Ali Ahmed?","select  ?o    {    <http://dbpedia.org/resource/Elman_Ali_Ahmed> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Ilwad_Elman","Ilwad Elman","NPP"
"1933","Quale persona era la figlia di Elman Ali Ahmed?","select  ?o    {    <http://dbpedia.org/resource/Elman_Ali_Ahmed> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Ilwad_Elman","Ilwad Elman","NPP"
"1934","Quale persona è la figlia di Elman Ali Ahmed?","select  ?o    {    <http://dbpedia.org/resource/Elman_Ali_Ahmed> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Ilwad_Elman","Ilwad Elman","NPP"
"1935","la figlia di Elman Ali Ahmed","select  ?o    {    <http://dbpedia.org/resource/Elman_Ali_Ahmed> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Ilwad_Elman","Ilwad Elman","NPP"
"1936","Chi era il figlio di Elman Ali Ahmed?","select  ?o    {    <http://dbpedia.org/resource/Elman_Ali_Ahmed> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Ilwad_Elman","Ilwad Elman","NPP"
"1937","Chi è il figlio di Elman Ali Ahmed?","select  ?o    {    <http://dbpedia.org/resource/Elman_Ali_Ahmed> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Ilwad_Elman","Ilwad Elman","NPP"
"1938","Quale persona era il figlio di Elman Ali Ahmed?","select  ?o    {    <http://dbpedia.org/resource/Elman_Ali_Ahmed> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Ilwad_Elman","Ilwad Elman","NPP"
"1939","Quale persona è il figlio di Elman Ali Ahmed?","select  ?o    {    <http://dbpedia.org/resource/Elman_Ali_Ahmed> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Ilwad_Elman","Ilwad Elman","NPP"
"1940","il figlio di Elman Ali Ahmed","select  ?o    {    <http://dbpedia.org/resource/Elman_Ali_Ahmed> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Ilwad_Elman","Ilwad Elman","NPP"
"1941","Chi era la figlia di Emanoul Aghasi?","select  ?o    {    <http://dbpedia.org/resource/Emmanuel_Agassi> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Andre_Agassi","Andre Agassi","NPP"
"1942","Chi è la figlia di Emanoul Aghasi?","select  ?o    {    <http://dbpedia.org/resource/Emmanuel_Agassi> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Andre_Agassi","Andre Agassi","NPP"
"1943","Quale persona era la figlia di Emanoul Aghasi?","select  ?o    {    <http://dbpedia.org/resource/Emmanuel_Agassi> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Andre_Agassi","Andre Agassi","NPP"
"1944","Quale persona è la figlia di Emanoul Aghasi?","select  ?o    {    <http://dbpedia.org/resource/Emmanuel_Agassi> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Andre_Agassi","Andre Agassi","NPP"
"1945","la figlia di Emanoul Aghasi","select  ?o    {    <http://dbpedia.org/resource/Emmanuel_Agassi> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Andre_Agassi","Andre Agassi","NPP"
"1946","Chi era il figlio di Emanoul Aghasi?","select  ?o    {    <http://dbpedia.org/resource/Emmanuel_Agassi> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Andre_Agassi","Andre Agassi","NPP"
"1947","Chi è il figlio di Emanoul Aghasi?","select  ?o    {    <http://dbpedia.org/resource/Emmanuel_Agassi> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Andre_Agassi","Andre Agassi","NPP"
"1948","Quale persona era il figlio di Emanoul Aghasi?","select  ?o    {    <http://dbpedia.org/resource/Emmanuel_Agassi> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Andre_Agassi","Andre Agassi","NPP"
"1949","Quale persona è il figlio di Emanoul Aghasi?","select  ?o    {    <http://dbpedia.org/resource/Emmanuel_Agassi> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Andre_Agassi","Andre Agassi","NPP"
"1950","il figlio di Emanoul Aghasi","select  ?o    {    <http://dbpedia.org/resource/Emmanuel_Agassi> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Andre_Agassi","Andre Agassi","NPP"
"1951","Chi era la figlia di Go-Kashiwabara?","select  ?o    {    <http://dbpedia.org/resource/Emperor_Go-Kashiwabara> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Nara","Go-Nara","NPP"
"1952","Chi è la figlia di Go-Kashiwabara?","select  ?o    {    <http://dbpedia.org/resource/Emperor_Go-Kashiwabara> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Nara","Go-Nara","NPP"
"1953","Quale persona era la figlia di Go-Kashiwabara?","select  ?o    {    <http://dbpedia.org/resource/Emperor_Go-Kashiwabara> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Nara","Go-Nara","NPP"
"1954","Quale persona è la figlia di Go-Kashiwabara?","select  ?o    {    <http://dbpedia.org/resource/Emperor_Go-Kashiwabara> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Nara","Go-Nara","NPP"
"1955","la figlia di Go-Kashiwabara","select  ?o    {    <http://dbpedia.org/resource/Emperor_Go-Kashiwabara> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Nara","Go-Nara","NPP"
"1956","Chi era il figlio di Go-Kashiwabara?","select  ?o    {    <http://dbpedia.org/resource/Emperor_Go-Kashiwabara> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Nara","Go-Nara","NPP"
"1957","Chi è il figlio di Go-Kashiwabara?","select  ?o    {    <http://dbpedia.org/resource/Emperor_Go-Kashiwabara> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Nara","Go-Nara","NPP"
"1958","Quale persona era il figlio di Go-Kashiwabara?","select  ?o    {    <http://dbpedia.org/resource/Emperor_Go-Kashiwabara> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Nara","Go-Nara","NPP"
"1959","Quale persona è il figlio di Go-Kashiwabara?","select  ?o    {    <http://dbpedia.org/resource/Emperor_Go-Kashiwabara> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Nara","Go-Nara","NPP"
"1960","il figlio di Go-Kashiwabara","select  ?o    {    <http://dbpedia.org/resource/Emperor_Go-Kashiwabara> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Nara","Go-Nara","NPP"
"1961","Chi era la figlia di Kameyama imperatore del Giappone?","select  ?o    {    <http://dbpedia.org/resource/Emperor_Kameyama> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Uda","Go-Uda","NPP"
"1962","Chi è la figlia di Kameyama imperatore del Giappone?","select  ?o    {    <http://dbpedia.org/resource/Emperor_Kameyama> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Uda","Go-Uda","NPP"
"1963","Quale persona era la figlia di Kameyama imperatore del Giappone?","select  ?o    {    <http://dbpedia.org/resource/Emperor_Kameyama> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Uda","Go-Uda","NPP"
"1964","Quale persona è la figlia di Kameyama imperatore del Giappone?","select  ?o    {    <http://dbpedia.org/resource/Emperor_Kameyama> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Uda","Go-Uda","NPP"
"1965","la figlia di Kameyama (imperatore del Giappone)","select  ?o    {    <http://dbpedia.org/resource/Emperor_Kameyama> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Uda","Go-Uda","NPP"
"1966","Chi era il figlio di Kameyama imperatore del Giappone?","select  ?o    {    <http://dbpedia.org/resource/Emperor_Kameyama> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Uda","Go-Uda","NPP"
"1967","Chi è il figlio di Kameyama imperatore del Giappone?","select  ?o    {    <http://dbpedia.org/resource/Emperor_Kameyama> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Uda","Go-Uda","NPP"
"1968","Quale persona era il figlio di Kameyama imperatore del Giappone?","select  ?o    {    <http://dbpedia.org/resource/Emperor_Kameyama> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Uda","Go-Uda","NPP"
"1969","Quale persona è il figlio di Kameyama imperatore del Giappone?","select  ?o    {    <http://dbpedia.org/resource/Emperor_Kameyama> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Uda","Go-Uda","NPP"
"1970","il figlio di Kameyama (imperatore del Giappone)","select  ?o    {    <http://dbpedia.org/resource/Emperor_Kameyama> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Emperor_Go-Uda","Go-Uda","NPP"
"1971","Chi era la figlia di Enlil-nirari?","select  ?o    {    <http://dbpedia.org/resource/Enlil-nirari> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Arik-den-ili","Arik-den-ili","NPP"
"1972","Chi è la figlia di Enlil-nirari?","select  ?o    {    <http://dbpedia.org/resource/Enlil-nirari> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Arik-den-ili","Arik-den-ili","NPP"
"1973","Quale persona era la figlia di Enlil-nirari?","select  ?o    {    <http://dbpedia.org/resource/Enlil-nirari> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Arik-den-ili","Arik-den-ili","NPP"
"1974","Quale persona è la figlia di Enlil-nirari?","select  ?o    {    <http://dbpedia.org/resource/Enlil-nirari> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Arik-den-ili","Arik-den-ili","NPP"
"1975","la figlia di Enlil-nirari","select  ?o    {    <http://dbpedia.org/resource/Enlil-nirari> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Arik-den-ili","Arik-den-ili","NPP"
"1976","Chi era il figlio di Enlil-nirari?","select  ?o    {    <http://dbpedia.org/resource/Enlil-nirari> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Arik-den-ili","Arik-den-ili","NPP"
"1977","Chi è il figlio di Enlil-nirari?","select  ?o    {    <http://dbpedia.org/resource/Enlil-nirari> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Arik-den-ili","Arik-den-ili","NPP"
"1978","Quale persona era il figlio di Enlil-nirari?","select  ?o    {    <http://dbpedia.org/resource/Enlil-nirari> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Arik-den-ili","Arik-den-ili","NPP"
"1979","Quale persona è il figlio di Enlil-nirari?","select  ?o    {    <http://dbpedia.org/resource/Enlil-nirari> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Arik-den-ili","Arik-den-ili","NPP"
"1980","il figlio di Enlil-nirari","select  ?o    {    <http://dbpedia.org/resource/Enlil-nirari> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Arik-den-ili","Arik-den-ili","NPP"
"1981","Chi era la figlia di Faye Kellerman?","select  ?o    {    <http://dbpedia.org/resource/Faye_Kellerman> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Jesse_Kellerman","Jesse Kellerman","NPP"
"1982","Chi è la figlia di Faye Kellerman?","select  ?o    {    <http://dbpedia.org/resource/Faye_Kellerman> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Jesse_Kellerman","Jesse Kellerman","NPP"
"1983","Quale persona era la figlia di Faye Kellerman?","select  ?o    {    <http://dbpedia.org/resource/Faye_Kellerman> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Jesse_Kellerman","Jesse Kellerman","NPP"
"1984","Quale persona è la figlia di Faye Kellerman?","select  ?o    {    <http://dbpedia.org/resource/Faye_Kellerman> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Jesse_Kellerman","Jesse Kellerman","NPP"
"1985","la figlia di Faye Kellerman","select  ?o    {    <http://dbpedia.org/resource/Faye_Kellerman> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Jesse_Kellerman","Jesse Kellerman","NPP"
"1986","Chi era il figlio di Faye Kellerman?","select  ?o    {    <http://dbpedia.org/resource/Faye_Kellerman> <http://dbpedia.org/ontology/child>  ?o    }","http://dbpedia.org/resource/Jesse_Kellerman","Jesse Kellerman","NPP"
