id,question,sparql,answer,answer,frame
193907,il compositore di Bella sempre,select  ?o    {    <http://dbpedia.org/resource/Belle_Toujours> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193908,il compositore di Hit the Deck (film 1929),select  ?o    {    <http://dbpedia.org/resource/Hit_the_Deck_(1930_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Victor_Baravalle,,NPP
193909,il compositore di Tutti in coperta,select  ?o    {    <http://dbpedia.org/resource/Hit_the_Deck_(1955_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Irving_Caesar,Irving Caesar,NPP
193910,il compositore di The Desert Breed,select  ?o    {    <http://dbpedia.org/resource/The_Desert_Breed> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193911,il compositore di Mountain Justice (film 1915),select  ?o    {    <http://dbpedia.org/resource/Mountain_Justice_(1915_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193912,il compositore di Free Style,select  ?o    {    <http://dbpedia.org/resource/Free_Style_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193913,il compositore di Blue (film 2009),select  ?o    {    <http://dbpedia.org/resource/Blue_(2009_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/A._R._Rahman,A. R. Rahman,NPP
193914,il compositore di Home Alone (serie di film),select  ?o    {    <http://dbpedia.org/resource/Home_Alone_(franchise)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193915,il compositore di The Pine's Revenge,select  ?o    {    <http://dbpedia.org/resource/The_Pine's_Revenge> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193916,il compositore di The Fascination of the Fleur de Lis,select  ?o    {    <http://dbpedia.org/resource/The_Fascination_of_the_Fleur_de_Lis> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193917,il compositore di Alas and Alack,select  ?o    {    <http://dbpedia.org/resource/Alas_and_Alack> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193918,il compositore di A Mother's Atonement,select  ?o    {    <http://dbpedia.org/resource/A_Mother's_Atonement> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193919,il compositore di Father and the Boys,select  ?o    {    <http://dbpedia.org/resource/Father_and_the_Boys> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193920,il compositore di Stronger Than Death (film 1915),select  ?o    {    <http://dbpedia.org/resource/Stronger_Than_Death_(1915_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193921,il compositore di Dolly's Scoop,select  ?o    {    <http://dbpedia.org/resource/Dolly's_Scoop> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193922,il compositore di The Grip of Jealousy (film 1916),select  ?o    {    <http://dbpedia.org/resource/The_Grip_of_Jealousy> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193923,il compositore di Tangled Hearts (film 1916 De Grasse),select  ?o    {    <http://dbpedia.org/resource/Tangled_Hearts> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193924,il compositore di The Gilded Spider,select  ?o    {    <http://dbpedia.org/resource/The_Gilded_Spider> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193925,il compositore di Bobbie of the Ballet,select  ?o    {    <http://dbpedia.org/resource/Bobbie_of_the_Ballet> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193926,il compositore di The Grasp of Greed,select  ?o    {    <http://dbpedia.org/resource/The_Grasp_of_Greed> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193927,il compositore di Amici complici amanti,select  ?o    {    <http://dbpedia.org/resource/Torch_Song_Trilogy_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Peter_Matz,,NPP
193928,il compositore di Stay Cool,select  ?o    {    <http://dbpedia.org/resource/Stay_Cool> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193929,il compositore di Mr. Zhao,select  ?o    {    <http://dbpedia.org/resource/Mr._Zhao> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Wu_Gang_(musician),,NPP
193930,il compositore di New York Town,select  ?o    {    <http://dbpedia.org/resource/New_York_Town> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Leo_Shuken,Leo Shuken,NPP
193931,il compositore di The Mark of Cain (film 1916),select  ?o    {    <http://dbpedia.org/resource/The_Mark_of_Cain_(1916_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193932,il compositore di Uno strano caso di omicidio,select  ?o    {    <http://dbpedia.org/resource/The_Runner_Stumbles> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Ernest_Gold_(composer),Ernest Gold,NPP
193933,il compositore di Tru Loved,select  ?o    {    <http://dbpedia.org/resource/Tru_Loved> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193934,il compositore di Bruce e Lloyd - Fuori controllo,select  ?o    {    <http://dbpedia.org/resource/Get_Smart's_Bruce_and_Lloyd:_Out_of_Control> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193935,il compositore di The Rescue (film 1917),select  ?o    {    <http://dbpedia.org/resource/The_Rescue_(1917_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193936,il compositore di Pay Me!,select  ?o    {    <http://dbpedia.org/resource/Pay_Me!> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193937,il compositore di Triumph (film 1917),select  ?o    {    <http://dbpedia.org/resource/Triumph_(1917_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193938,il compositore di Anything Once (film 1917),select  ?o    {    <http://dbpedia.org/resource/Anything_Once> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193939,il compositore di The Scarlet Car (film 1917),select  ?o    {    <http://dbpedia.org/resource/The_Scarlet_Car> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193940,il compositore di Broadway Love,select  ?o    {    <http://dbpedia.org/resource/Broadway_Love> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193941,il compositore di Fast Company (film 1918),select  ?o    {    <http://dbpedia.org/resource/Fast_Company_(1918_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193942,il compositore di A Broadway Scandal,select  ?o    {    <http://dbpedia.org/resource/A_Broadway_Scandal> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193943,il compositore di Riddle Gawne,select  ?o    {    <http://dbpedia.org/resource/Riddle_Gawne> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193944,il compositore di The Talk of the Town (film 1918),select  ?o    {    <http://dbpedia.org/resource/The_Talk_of_the_Town_(1918_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193945,il compositore di Middle Men,select  ?o    {    <http://dbpedia.org/resource/Middle_Men_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Brian_Tyler,Brian Tyler,NPP
193946,il compositore di Motmallineun gyeolhon,select  ?o    {    <http://dbpedia.org/resource/Unstoppable_Marriage> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193947,il compositore di Solo una notte (film 1933),select  ?o    {    <http://dbpedia.org/resource/Only_Yesterday_(1933_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193948,il compositore di The False Faces,select  ?o    {    <http://dbpedia.org/resource/The_False_Faces> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193949,il compositore di Proibito amare,select  ?o    {    <http://dbpedia.org/resource/Lost_in_Yonkers_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Elmer_Bernstein,Elmer Bernstein,NPP
193950,il compositore di La banda di Jesse James,select  ?o    {    <http://dbpedia.org/resource/The_Great_Northfield_Minnesota_Raid> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Dave_Grusin,Dave Grusin,NPP
193951,il compositore di Wild Bill (film 1995),select  ?o    {    <http://dbpedia.org/resource/Wild_Bill_(1995_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Van_Dyke_Parks,Van Dyke Parks,NPP
193952,il compositore di Anna Karenina (film 1915),select  ?o    {    <http://dbpedia.org/resource/Anna_Karenina_(1915_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193953,il compositore di The Two Orphans (film 1915),select  ?o    {    <http://dbpedia.org/resource/The_Two_Orphans_(1915_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193954,il compositore di Ballando a Lughnasa,select  ?o    {    <http://dbpedia.org/resource/Dancing_at_Lughnasa_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Bill_Whelan,,NPP
193955,il compositore di Un americano alla corte di Re Artù (film),select  ?o    {    <http://dbpedia.org/resource/A_Connecticut_Yankee_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193956,il compositore di The Stain,select  ?o    {    <http://dbpedia.org/resource/The_Stain_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193957,il compositore di La casa dei sette camini,select  ?o    {    <http://dbpedia.org/resource/The_House_of_the_Seven_Gables_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Frank_Skinner_(composer),Frank Skinner,NPP
193958,il compositore di Kreutzer Sonata,select  ?o    {    <http://dbpedia.org/resource/The_Kreutzer_Sonata_(1915_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193959,il compositore di Soldato di cioccolata,select  ?o    {    <http://dbpedia.org/resource/The_Chocolate_Soldier_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Bronisław_Kaper,Bronislau Kaper,NPP
193960,il compositore di The Clemenceau Case,select  ?o    {    <http://dbpedia.org/resource/The_Clemenceau_Case> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193961,il compositore di The Devil's Daughter,select  ?o    {    <http://dbpedia.org/resource/The_Devil's_Daughter_(1915_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193962,il compositore di Carmen (film 1915 Walsh),select  ?o    {    <http://dbpedia.org/resource/Carmen_(1915_Raoul_Walsh_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193963,il compositore di The Galley Slave (film 1915),select  ?o    {    <http://dbpedia.org/resource/The_Galley_Slave> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193964,il compositore di Destruction (film 1915),select  ?o    {    <http://dbpedia.org/resource/Destruction_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193965,il compositore di The West Point Story,select  ?o    {    <http://dbpedia.org/resource/The_West_Point_Story_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Ray_Heindorf,Ray Heindorf,NPP
193966,il compositore di Il serpente (film 1916),select  ?o    {    <http://dbpedia.org/resource/The_Serpent_(1916_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193967,il compositore di Gold and the Woman,select  ?o    {    <http://dbpedia.org/resource/Gold_and_the_Woman> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193968,il compositore di The Eternal Sapho,select  ?o    {    <http://dbpedia.org/resource/The_Eternal_Sapho> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193969,il compositore di East Lynne (film 1916),select  ?o    {    <http://dbpedia.org/resource/East_Lynne_(1916_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193970,il compositore di Rose Marie (film 1936),select  ?o    {    <http://dbpedia.org/resource/Rose_Marie_(1936_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Rudolf_Friml,Rudolf Friml,NPP
193971,il compositore di While Paris Sleeps (film 1923),select  ?o    {    <http://dbpedia.org/resource/While_Paris_Sleeps> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193972,il compositore di Nomads of the North,select  ?o    {    <http://dbpedia.org/resource/Nomads_of_the_North> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193973,il compositore di Under Two Flags (film 1916),select  ?o    {    <http://dbpedia.org/resource/Under_Two_Flags_(1916_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193974,il compositore di Her Double Life,select  ?o    {    <http://dbpedia.org/resource/Her_Double_Life> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193975,il compositore di Il pirata dell'amore,select  ?o    {    <http://dbpedia.org/resource/The_Vixen> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193976,il compositore di The Tiger Woman (film 1917),select  ?o    {    <http://dbpedia.org/resource/The_Tiger_Woman_(1917_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193977,il compositore di The Pumpkin Karver,select  ?o    {    <http://dbpedia.org/resource/The_Pumpkin_Karver> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193978,il compositore di Her Greatest Love,select  ?o    {    <http://dbpedia.org/resource/Her_Greatest_Love> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193979,il compositore di Heart and Soul (film 1917),select  ?o    {    <http://dbpedia.org/resource/Heart_and_Soul_(1917_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193980,il compositore di Rosa di sangue (film 1917),select  ?o    {    <http://dbpedia.org/resource/The_Rose_of_Blood> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193981,il compositore di Madame du Barry (film 1917),select  ?o    {    <http://dbpedia.org/resource/Madame_Du_Barry_(1917_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193982,il compositore di The Forbidden Path,select  ?o    {    <http://dbpedia.org/resource/The_Forbidden_Path> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193983,il compositore di The Soul of Buddha,select  ?o    {    <http://dbpedia.org/resource/The_Soul_of_Buddha> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193984,il compositore di Under the Yoke,select  ?o    {    <http://dbpedia.org/resource/Under_the_Yoke_(film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193985,il compositore di When a Woman Sins,select  ?o    {    <http://dbpedia.org/resource/When_a_Woman_Sins> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193986,il compositore di The She Devil,select  ?o    {    <http://dbpedia.org/resource/The_She-Devil> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193987,il compositore di Mataharis,select  ?o    {    <http://dbpedia.org/resource/Mataharis> <http://dbpedia.org/ontology/musicComposer>  ?o    },,no answer found,NPP
193988,il compositore di Bourne (serie di film),select  ?o    {    <http://dbpedia.org/resource/Bourne_(film_series)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/David_Buckley,David Buckley,NPP
193989,il compositore di Schock (film),select  ?o    {    <http://dbpedia.org/resource/Shock_(1977_film)> <http://dbpedia.org/ontology/musicComposer>  ?o    },http://dbpedia.org/resource/Libra_(band),,NPP
